UserName,Sentiment,Lemmatized
254,Extremely Positive,"food thought 

  run stock toilet paper 

 well stock vitamin c probiotic boost immune system 

  coronavirus corona thoughtoftheday"
255,Positive,"coronavirus result temporary spike non perishable food sale grocery delivery demand anticipate increase 
 
 
 
 kroger wall street journal kroger wallstreetj cp kroger wall street journal"
256,Positive,"question covid sweep country pandemic style long think quarantine individual week week 

 take stock thing wonder week worth food adequate"
257,Positive,"point test coronavirus americans 

  pay absurd price test insured 
  government intervention grant pay leave free testing coverage guarantee job security 

 live life fuck em"
258,Positive,  itâ call âcovid  pound lose b c didnât stock gain b c stock trash food
259,Extremely Positive,worried food coronavirus stock item like crispygreen healthy freeze dry add sugar foodallergy friendly food fruit
260,Extremely Negative,"  stage covid 

 denial bad flu 
 anger buy toilet paper 
 bargaining start emergen c shot 
 depression omg go die 
 acceptance ll stock tp food theraflu"
261,Negative,"pic shopper world head grocery store stock food basic fear spread coronavirus grow 

"
262,Extremely Positive,"  coronavirus intel 
 talk friend own multiple fast food franchise say likely shut week protect employee stock can good food ur local deli restaurant fast food franchise open week"
263,Extremely Negative,"go sainsburyâs afternoon see shelf understand people act covid pandemic stocking feel terribly sorry elder donât able online shopping 
 struggle essential daily supply"
264,Positive,iâm discount danger attend sporting event tell itâ ok continue go work grocery store thousand customer come daily basis carry unknown sickness coronavirus
265,Negative,  iamphilkessel thejagmeetsingh willing grocery store pharmacy w coronavirus stricken employee afford sick leave w o pay maybe appreciate cost inaction elderly parent need icu care bu
266,Positive,covid accelerate remote work remote shopping online interaction ongoing change socialize worship communicate event permanently shift leverage technology thing disruption tech
267,Positive,online shopping sterile safe think delivery van staff coronavirus cornoravirusuk
268,Negative,"ur able donate food bank panic buying covid mean donation fall bank low essential like milk toiletry 

 food bank stretch far government especially shouldnât need"
269,Negative,"  quicktake gavinnewsom low price cruise ship entice problem able come good health 

  grandprincesscruise coronavirusoutbreak coronavirustruth coronavirusupdate 

"
270,Negative,covid rly hit bank acct grocery online shopping imma totally unable avoid
271,Neutral,"wonder stock food home good yâall 
  coronavirus"
272,Positive,"clown play game people live 

 large part community concern vunerable family friend clown monitor consumer spending"
273,Neutral,  elietahari samplesale postpone expect sale online skip season coronavirus pandemic grow shop nyc
274,Extremely Negative,  jamaica sorry burst bubble lysol manage strain coronavirus lysol tin old version coronavirus build defeat lysol stop waste money lysol buy soap alcohol stock food medication
275,Extremely Positive,"oregon cheese festival officially postpone coronavirus 
 finger cross microbusinesse like 
 wanna support shop online 
 ll trial sized package sticker order receive weekend 
"
276,Positive,"youâd think itâ gd super bowl grocery store right 

 "
277,Negative,donnie touts coronataxcuts becoz low oil price leovaradkar watch test donnie coronavirus cnn msnbc foxnew
278,Extremely Negative,  coronavirus discourse dominate medical scientific voice typical ignorance societal welfare public justification decision make unlike corona have food definitely kill
279,Extremely Positive,beg people w mean easy hoarding coronaviruspandemic people money stock old ppl ppl w disability carry store leave food toilet paper
280,Negative,"citizen madrid supermarket shelf amid coronavirus fear 
  spain 
  corona covid coronavirusspain coronavirusesp"
281,Extremely Positive,rich prick sell water gas price sell sunshine energy air ioxygen portable clip sac rich create crisis fear profit world leader hollywood rich support claim contaminate
282,Neutral,actually go to stock food necessity coronavirus
283,Positive,let guess sfbart go spike price recover low profit
284,Positive,"good time people teach old family member neighbour order supermarket shopping online 

 people havenât 

  coronavirus corona coronvirusuk"
285,Extremely Negative,hey moron sri lanka quit panic buy perishable absolute nit witte fuck nugget go to food loaf bread go to moldy fuck end week s efficient sick people mask use brain
286,Positive,"  important message covid coronavirus read 

  see post online lately say people slow internet shopping worry aboutâ  "
287,Negative,"  hard decide want hodl token place declare lock covid use buy food stock 
 txnid 

 b"
288,Neutral,"grocery store netherlands 

  coronaviruspandemic pandemic coronavirus corona"
289,Extremely Negative,supermarket london evening toilet paper pasta rice bread chicken red meat people disgusting london uk
290,Extremely Negative,get people facebook currently sell toilet paper bid group outrage price world disgusting selfish ashamed
291,Negative,"special place hell people hoard alcohol sanitizer surgical mask resell online exorbitant price malala pa kayo sa covid 
 "
292,Negative,milan queue enter supermarket restrictive emergency measure let people time meter away italystaystrong coronavirus
293,Negative,clear coupang early morning grocery shopping service start possible order day ago maybe people buy grocery offline online daegu southkorea coronavirus
294,Negative,"  capshun corona ep die record 
 track list 
  china 
  covid 
  global 
  travel ban 
  freak retail store water sanitizer"
295,Negative,feel need pick fight head local supermarket cut line coronavirus
296,Extremely Positive,coronavirus virus people buy toilet paper sell jack price place like amazon save butt wipe rest coronavirus coronaviruspandemic
